iso_code,country_name,year,UN_subregion,UN_region,SDG_region,UNICEF_region,WHO_region,WB_income_group,WB_region,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,report_author,source,under5,moderate_wasting,stunting_children,wasting_children,severe_wasting_children,moderate_wasting_children,overweight_children,underweight_children,severe_wasting_needs_kg,moderate_wasting_needs_kg,wasting_needs_kg,stunting_needs_kg
ECU,ECUADOR,1986,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,7798.0,0.0,2.3,0.0,40.2,14.5,Converted estimates,"Freire W, Dirren H, Mora J, Arenales P, Granda E, Breilh J, et al.","[Diagnostico de la situacion alimentaria, nutricional y de salud de la poblacion ecuatoriana menor de cinco años. Quito: Ministerio de Salud Publica y Consejo Nacional de Desarrollo, 1988 (and additional analysis).",1335518,0.0,536878,30716,0,0,0,193650,0,0,0,1932760
ECU,ECUADOR,1998,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2998.0,0.0,3.2,0.0,32.5,12.5,Converted estimates,"Larrea C, Freire WB, Lutter C.","Equidad desde el principio - situacion nutricional de los niños ecuatorianos. Encuesta de condiciones de vida, 1998. Organizacion Panamericana de la Salud y Ministerio de Salud Publica, Ecuador. Washington, D.C.: OPS, 2001 (and additional analysis).",1507441,0.0,489918,48238,0,0,0,188430,0,0,0,1763704
ECU,ECUADOR,2004,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,5134.0,0.8,2.3,5.1,29.0,6.2,0,Centro de Estudios de Poblacion y Desarrollo Social (CEPAR) et al.,"Encuesta demografía y de salud materna e infantil, ENDEMAIN 2004: Informe final.  Quito, Ecuador: CEPAR, 2005 (and additional analysis).",1515492,1.4999999999999998,439492,34856,12123,22732,77290,93960,164024,142075,306099,1582171
ECU,ECUADOR,2012,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,8795.0,0.7,2.3,7.5,25.2,6.4,0,"Freire WB, Silva-Jaramillo KM, Ramírez-Luzuriaga MJ, Belmont P, Waters WF.",The double burden of undernutrition and excess body weight in Ecuador. American Journal of Clinical Nutrition 2014;100:1636S-43S. doi: 10.3945/ajcn.114.083766 (and additional analysis).,1603808,1.5999999999999999,404159,36887,11226,25660,120285,102643,151887,160375,312262,1454972
EGY,EGYPT,1988,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2077.0,0.6,1.9,6.9,34.0,9.4,Age-adjusted;,"Abdel-Sayed H, Osman M, El-Zanaty F, Way A.","Egypt demographic and health survey 1988. Demographic and Health Surveys. Egypt National Population Council. Cairo, Egypt, 1989 (and additional analysis).",8787823,1.2999999999999998,2987859,166968,52726,114241,606359,826055,713382,714006,1427388,10756292
EGY,EGYPT,1991,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,3614.0,2.3,4.5,14.9,34.9,10.5,0,Agency for Public Mobilisation and Statistics,"Egyptian maternal and child health survey (EMCHS). PAPCHILD Surveys. Agency for Public Mobilisation and Statistics. Cairo, Arab Republic of Egypt, 1992 (and additional analysis).",9132702,2.2,3187312,410971,210052,200919,1360772,958933,2842003,1255743,4097746,11474323
EGY,EGYPT,1993,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,7650.0,1.8,4.1,14.4,31.3,8.2,0,"El-Zanaty FH, Sayed HAA, Zaky HHM, Way AA.","Egypt demographic and health survey 1992. Demographic and Health Surveys. Cairo, Egypt, 1993 (and additional analysis).",8873349,2.3,2777358,363807,159720,204087,1277762,727614,2161011,1275543,3436554,9998488
EGY,EGYPT,1995,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,10228.0,2.3,5.7,14.7,34.9,10.8,0,"El-Zanaty F, Hussein EM, Shawsky GA, Way AA, Kishor S.","Egypt demographic and health survey 1995. Demographic and Health Surveys. National Population Council. Cairo, Egypt, 1996 (and additional analysis).",8510313,3.4000000000000004,2970099,485087,195737,289350,1251016,919113,2648321,1808437,4456758,10692356
EGY,EGYPT,1997,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,3328.0,0.0,7.5,0.0,30.9,10.2,Converted estimates,El-Zanaty and Associates/Egypt and Macro International.,"Egypt demographic and health survey 1997. Demographic and Health Surveys. El-Zanaty and Associates, Cairo, Egypt, 1998 (and additional analysis).",8156704,0.0,2520421,611752,0,0,0,831983,0,0,0,9073515
EGY,EGYPT,1998,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,3997.0,0.0,6.4,0.0,26.3,9.4,Converted estimates,El-Zanaty et al.,"Egypt demographic and health survey 1998. Demographic and Health Surveys. Cairo, Egypt, 1999 (and additional analysis).",8158771,0.0,2145756,522161,0,0,0,766924,0,0,0,7724721
EGY,EGYPT,2000,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,10675.0,0.0,0.0,0.0,24.6,0.0, Weight data possibly flawed,El-Zanaty F and Way A.,"Egypt demographic and health survey 2000. Demographic and Health Surveys. Calverton, Maryland, USA: Ministry of Health and Population [Egypt], National Population Council and ORC Macro, 2001 (and additional analysis).",8272629,0.0,2035066,0,0,0,0,0,0,0,0,7326237
EGY,EGYPT,2003,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,5943.0,1.8,5.2,9.2,20.3,8.7,0,El-Zanaty F and Way AA.,"2003 Egypt interim demographic and health survey. Demographic and Health Survey. Cairo, Egypt: Ministry of Health and Population [Egypt], National Population Council, El-Zanaty and Asociates, and ORC Macro, 2004 (and additional analysis).",8696987,3.4000000000000004,1765488,452243,156545,295697,800122,756637,2118053,1848106,3966159,6355756
EGY,EGYPT,2005,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,12830.0,2.5,5.3,14.1,23.8,5.4,0,El-Zanaty F and Way A.,"Egypt demographic and health survey 2005. Demographic and Health Surveys. Caire, Egypt: Ministry of Health and Population, National Population Council, El-Zanaty and Associates, and ORC Macro, 2006 (and additional analysis).",9000943,2.8,2142224,477049,225023,252026,1269132,486050,3044561,1575162,4619723,7712006
EGY,EGYPT,2008,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,10053.0,3.8,7.9,20.5,30.7,6.8,0,El-Zanaty F and Way A.,"Egypt demographic and health survey 2008. Demographic and Health Surveys. Cairo, Egypt: Ministry of Health, 2009 (and additional analysis).",9427461,4.1000000000000005,2894230,744769,358243,386525,1932629,641067,4847027,2415781,7262808,10419228
EGY,EGYPT,2014,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,14904.0,4.8,9.5,15.7,22.3,7.0,0,"Ministry of Health and Population [Egypt], El-Zanaty and Associates [Egypt], and ICF International.","Egypt demographic and health survey 2014. Demographic and Health Surveys. Cairo, Egypt and Rockville, Maryland, USA: Ministry of Health and Population and ICF International, 2015.",11982539,4.7,2672106,1138341,575161,563179,1881258,838777,7781928,3519868,11301796,9619581
SLV,EL SALVADOR,1988,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2002.0,0.5,2.2,3.0,36.7,11.1,0,Ministerio de Salud Publica y Asistencia Social,"Evaluacion de la situacion alimentaria nutricional en El Salvador (ESANES-88). Ministerio de Salud Publica y Asistencia Social. San Salvador, El Salvador, 1990 (and additional analysis).",738903,1.7000000000000002,271177,16255,3694,12561,22167,82018,49979,78506,128485,976237
SLV,EL SALVADOR,1993,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,3598.0,0.4,1.4,3.9,29.5,7.2,0,Salvadoran Demographic Association.,"National family health survey 1993 (FESAL-93). San Salvador: Government of El Salvador, 1994 (and additional analysis).",764617,0.9999999999999999,225562,10704,3058,7646,29820,55052,41374,47787,89161,812023
SLV,EL SALVADOR,1998,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,6597.0,0.4,1.5,3.9,32.3,9.6,0,Salvadoran Demographic Association.,"National family health survey 1998: final report (FESAL-98). San Salvador, Republica de San Salvador, C.A., 2000 (and additional analysis).",772357,1.1,249471,11585,3089,8495,30121,74146,41794,53093,94887,898095
SLV,EL SALVADOR,2003,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,6368.0,0.3,1.3,5.8,24.6,6.1,0,Asociacion Demografica Salvadorena (ADS).,"Encuesta nacional de salud familiar (FESAL) 2002/03. Informe final. URL: http://www.ads.fesal.org.sv/2003/informe/final, accessed 31/05/05.",687987,1.0,169244,8943,2063,6879,39903,41967,27912,42993,70905,609278
SLV,EL SALVADOR,2008,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,4629.0,0.5,1.6,5.7,20.6,6.6,0,"Asociacion Demografica Salvadorena (ADS), Division of Reproductive Health, Centers for Disease Control and Prevention (CDC).","Encuesta nacional de salud familiar, FESAL 2008. Informe resumido.  San Salvador, El Salvador: ADS, 2009 (and additional analysis).",611036,1.1,125873,9776,3055,6721,34829,40328,41334,42006,83340,453142
SLV,EL SALVADOR,2014,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,0,0.4,2.1,6.4,13.6,5.0,(pending reanalysis),Ministerio de Salud/Instituto Nacional de Salud y UNICEF.,"Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.",584868,1.7000000000000002,79542,12282,2339,9942,37431,29243,31646,62137,93783,286351
GNQ,EQUATORIAL GUINEA,1997,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,412.0,2.5,4.0,3.4,38.7,13.8,0,"Custodio E, Descalzo MA, Roche J, Molina L, Sánchez I, Lwanga M et al.",The economic and nutrition transition in Equatorial Guinea coincided with a double burden of over- and under nutrition. Economics and Human Biology 2010;8:80-87 (and additional analysis).,90984,1.5,35210,3639,2274,1364,3093,12555,30767,8525,39292,126756
GNQ,EQUATORIAL GUINEA,2000,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2437.0,4.2,9.2,14.0,42.6,15.7,0,"Ministerio de Planificación y Desarrollo Económico, Dirección General de Estadística y Cuentas Nacionales.","Encuesta de indicadores multiples (MICS 2000): Informe final. Malabo, República de Guinea Educatorial:Ministerio de Planificación y Desarrollo Económico y UNICEF, 2001 (and additional analysis).",102044,4.999999999999999,43470,9388,4285,5102,14286,16020,57976,31887,89863,156492
GNQ,EQUATORIAL GUINEA,2004,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,33334.0,1.3,2.8,8.3,35.0,10.6,0,"Custodio E, Descalzo MA, Roche J, Sánchez I, Molina L, Lwanga M et al.",Nutritional status and its correlates in Equatorial Guinean preschool children: Results from a nationally representative survey. Food and Nutrition Bulletin 2008;29:49-58 (and additional analysis).,118948,1.4999999999999998,41631,3330,1546,1784,9872,12608,20917,11150,32067,149871
GNQ,EQUATORIAL GUINEA,2010,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,1094.0,1.7,3.1,9.7,26.2,5.6,0,"Ministerio de Sanidad y Bienestar Social (MSBS), Ministerio de Economía, Planificación, e Inversiones Públicas (MEPIP), ICF International.","Encuesta demográfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.",150144,1.4000000000000001,39337,4654,2552,2102,14563,8408,34528,13137,47665,141613
GNQ,EQUATORIAL GUINEA,2011,Middle Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,1094.0,1.7,3.1,9.7,26.2,5.6,(pending reanalysis),"Ministerio de Sanidad y Bienestar Social (MSBS), Ministerio de Economía, Planificación, e Inversiones Públicas (MEPIP), ICF International.","Encuesta demográfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.",155894,1.4000000000000001,40844,4832,2650,2182,15121,8730,35854,13637,49491,147038
ERI,ERITREA,1993,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,0,0.0,11.8,0.0,69.6,36.9,Converted estimates,Ministry of Finance and Development.,"Children and women in Eritrea: 1994. Government of the State of Eritrea/UNICEF Situation Analysis. Asmara, Eritrea, 1994 (and additional analysis).",536756,0.0,373582,63337,0,0,0,198062,0,0,0,1344895
ERI,ERITREA,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2371.0,5.1,17.0,1.3,47.8,39.6,Age-adjusted;,National Statistics Office [Eritrea] and Macro International Inc.,"Eritrea demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: National Statistics Office and Macro International Inc, 1997 (and additional analysis).",516887,11.9,247071,87870,26361,61509,6719,204687,356664,384431,741095,889455
ERI,ERITREA,2002,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,5707.0,4.7,14.9,1.6,43.7,34.5,0,National Statistics and Evaluation Office (NSEO) [Eritrea] and ORC Macro.,"Eritrea demographic and health survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: National Statistics amd Evaluation Office and ORC Macro, 2003 (and additional analysis).",552486,10.2,241436,82320,25966,56353,8839,190607,351319,352206,703525,869169
ERI,ERITREA,2010,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,6476.0,4.2,15.3,1.9,50.3,38.8,(pending reanalysis),National Statistics Office (NSO) [Eritrea] and Fafo AIS [Norway].,"Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013.",715420,11.100000000000001,359856,109459,30047,79411,13592,277582,406535,496318,902853,1295481
ETH,ETHIOPIA,1992,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,20230.0,0.0,9.2,0.0,66.9,41.9,Adjusted NR to NA; converted est. (22/29 regions),0,"Report on the National Rural Nutrition Survey, Core Module. Transitional Government of Ethiopia, Central Statistical Authority. Statistical Bulletin No 113. Addis Ababa, Ethiopia; 1993.",9725637,0.0,6506451,894758,0,0,0,4075041,0,0,0,23423223
ETH,ETHIOPIA,2000,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,10973.0,3.8,12.4,2.0,57.4,42.0,0,Central Statistical Authority [Ethiopia] and ORC Macro.,"Ethiopia demographic and health survey 2000. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Authority and ORC Macro, 2001 (and additional analysis).",12409891,8.600000000000001,7123277,1538826,471575,1067250,248197,5212154,6380409,6670312,13050721,25643797
ETH,ETHIOPIA,2005,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,4968.0,4.7,12.3,5.1,50.7,34.6,0,General Statistical Agency [Ethiopia] and ORC Macro.,"Ethiopia demographic and health survey 2005. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: General Statistical Agency and ORC Macro, 2006 (and additional analysis).",13485012,7.6000000000000005,6836901,1658656,633795,1024860,687735,4665814,8575246,6405375,14980621,24612843
ETH,ETHIOPIA,2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,11174.0,2.9,10.1,1.8,44.2,29.2,0,Central Statistical Agency [Ethiopia] and ICF International.,"Ethiopia demographic and health survey 2011. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency and ICF International, 2012 (and additional analysis).",14053500,7.199999999999999,6211647,1419403,407551,1011851,252963,4103622,5514165,6324068,11838233,22361929
ETH,ETHIOPIA,2014,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,4921.0,2.5,8.7,2.6,40.4,25.2,0,Central Statistical Agency [Ethiopia].,"Ethiopia mini demographic and health survey 2014. Addis Ababa, Ethiopia, 2014.",14688672,6.199999999999999,5934223,1277914,367216,910697,381905,3701545,4968432,5691856,10660288,21363202
